Iteration 1: Best shielding time = 0.539 s, par_id = 1, theta = 356.019°, v = 126.826 m/s, t_deploy = 0.081 s, delay = 0.539 s
Iteration 197: Best shielding time = 2.399 s, par_id = 1, theta = 2.592°, v = 94.228 m/s, t_deploy = 0.146 s, delay = 0.039 s
Iteration 198: Best shielding time = 2.399 s, par_id = 1, theta = 2.592°, v = 94.228 m/s, t_deploy = 0.146 s, delay = 0.039 s
Iteration 199: Best shielding time = 2.326 s, par_id = 1, theta = 1.528°, v = 104.804 m/s, t_deploy = 0.146 s, delay = 0.039 s
Iteration 200: Best shielding time = 2.326 s, par_id = 1, theta = 1.528°, v = 104.804 m/s, t_deploy = 0.146 s, delay = 0.039 s
Iteration 201: Best shielding time = 0.000 s, par_id = 2, theta = 303.474°, v = 104.694 m/s, t_deploy = 9.518 s, delay = 7.140 s
Iteration 202: Best shielding time = 0.000 s, par_id = 2, theta = 271.466°, v = 100.411 m/s, t_deploy = 7.447 s, delay = 5.950 s
Iteration 203: Best shielding time = 0.000 s, par_id = 2, theta = 321.983°, v = 137.966 m/s, t_deploy = 8.322 s, delay = 8.283 s
Iteration 204: Best shielding time = 0.000 s, par_id = 2, theta = 321.983°, v = 137.966 m/s, t_deploy = 8.322 s, delay = 8.283 s
Iteration 205: Best shielding time = 0.000 s, par_id = 2, theta = 321.983°, v = 137.966 m/s, t_deploy = 8.322 s, delay = 8.283 s
Iteration 206: Best shielding time = 0.000 s, par_id = 2, theta = 321.983°, v = 137.966 m/s, t_deploy = 8.322 s, delay = 8.283 s
Iteration 207: Best shielding time = 0.000 s, par_id = 2, theta = 321.983°, v = 137.966 m/s, t_deploy = 8.322 s, delay = 8.283 s
Iteration 208: Best shielding time = 0.000 s, par_id = 2, theta = 321.983°, v = 137.966 m/s, t_deploy = 8.322 s, delay = 8.283 s
Iteration 209: Best shielding time = 0.000 s, par_id = 2, theta = 321.983°, v = 137.966 m/s, t_deploy = 8.322 s, delay = 8.283 s
Iteration 210: Best shielding time = 0.000 s, par_id = 2, theta = 321.983°, v = 137.966 m/s, t_deploy = 8.322 s, delay = 8.283 s
Iteration 211: Best shielding time = 0.000 s, par_id = 2, theta = 246.576°, v = 137.345 m/s, t_deploy = 4.729 s, delay = 5.990 s
Iteration 212: Best shielding time = 2.448 s, par_id = 2, theta = 276.833°, v = 129.028 m/s, t_deploy = 4.729 s, delay = 5.990 s
Iteration 213: Best shielding time = 2.448 s, par_id = 2, theta = 276.833°, v = 129.028 m/s, t_deploy = 4.729 s, delay = 5.990 s
Iteration 214: Best shielding time = 2.777 s, par_id = 2, theta = 256.364°, v = 122.555 m/s, t_deploy = 5.970 s, delay = 5.556 s
Iteration 215: Best shielding time = 2.777 s, par_id = 2, theta = 256.364°, v = 122.555 m/s, t_deploy = 5.970 s, delay = 5.556 s
Iteration 216: Best shielding time = 2.777 s, par_id = 2, theta = 256.364°, v = 122.555 m/s, t_deploy = 5.970 s, delay = 5.556 s
Iteration 217: Best shielding time = 2.777 s, par_id = 2, theta = 256.364°, v = 122.555 m/s, t_deploy = 5.970 s, delay = 5.556 s
Iteration 218: Best shielding time = 2.777 s, par_id = 2, theta = 256.364°, v = 122.555 m/s, t_deploy = 5.970 s, delay = 5.556 s
Iteration 219: Best shielding time = 3.651 s, par_id = 2, theta = 264.488°, v = 128.042 m/s, t_deploy = 5.176 s, delay = 5.610 s
Iteration 220: Best shielding time = 3.651 s, par_id = 2, theta = 264.488°, v = 128.042 m/s, t_deploy = 5.176 s, delay = 5.610 s
Iteration 221: Best shielding time = 0.000 s, par_id = 2, theta = 248.210°, v = 116.620 m/s, t_deploy = 5.979 s, delay = 6.282 s
Iteration 222: Best shielding time = 0.000 s, par_id = 2, theta = 305.440°, v = 116.885 m/s, t_deploy = 7.378 s, delay = 7.004 s
Iteration 223: Best shielding time = 0.000 s, par_id = 2, theta = 305.440°, v = 116.885 m/s, t_deploy = 7.378 s, delay = 7.004 s
Iteration 224: Best shielding time = 0.000 s, par_id = 2, theta = 320.283°, v = 138.309 m/s, t_deploy = 7.097 s, delay = 8.382 s
Iteration 225: Best shielding time = 0.000 s, par_id = 2, theta = 320.283°, v = 138.309 m/s, t_deploy = 7.097 s, delay = 8.382 s
Iteration 226: Best shielding time = 0.000 s, par_id = 2, theta = 320.283°, v = 138.309 m/s, t_deploy = 7.097 s, delay = 8.382 s
Iteration 227: Best shielding time = 0.000 s, par_id = 2, theta = 320.283°, v = 138.309 m/s, t_deploy = 7.097 s, delay = 8.382 s
Iteration 228: Best shielding time = 0.000 s, par_id = 2, theta = 320.283°, v = 138.309 m/s, t_deploy = 7.097 s, delay = 8.382 s
Iteration 229: Best shielding time = 3.072 s, par_id = 2, theta = 308.877°, v = 137.829 m/s, t_deploy = 5.223 s, delay = 7.484 s
Iteration 230: Best shielding time = 3.072 s, par_id = 2, theta = 308.877°, v = 137.829 m/s, t_deploy = 5.223 s, delay = 7.484 s
Iteration 231: Best shielding time = 0.000 s, par_id = 2, theta = 312.347°, v = 117.301 m/s, t_deploy = 8.325 s, delay = 7.779 s
Iteration 232: Best shielding time = 0.000 s, par_id = 2, theta = 312.347°, v = 117.301 m/s, t_deploy = 8.325 s, delay = 7.779 s
Iteration 233: Best shielding time = 0.000 s, par_id = 2, theta = 312.347°, v = 117.301 m/s, t_deploy = 8.325 s, delay = 7.779 s
Iteration 234: Best shielding time = 0.000 s, par_id = 2, theta = 312.347°, v = 117.301 m/s, t_deploy = 8.325 s, delay = 7.779 s
Iteration 235: Best shielding time = 0.000 s, par_id = 2, theta = 312.347°, v = 117.301 m/s, t_deploy = 8.325 s, delay = 7.779 s
Iteration 236: Best shielding time = 0.000 s, par_id = 2, theta = 312.347°, v = 117.301 m/s, t_deploy = 8.325 s, delay = 7.779 s
Iteration 237: Best shielding time = 3.383 s, par_id = 2, theta = 312.347°, v = 117.301 m/s, t_deploy = 7.979 s, delay = 7.779 s
Iteration 238: Best shielding time = 3.383 s, par_id = 2, theta = 312.347°, v = 117.301 m/s, t_deploy = 7.979 s, delay = 7.779 s
Iteration 239: Best shielding time = 3.383 s, par_id = 2, theta = 312.347°, v = 117.301 m/s, t_deploy = 7.979 s, delay = 7.779 s
Iteration 240: Best shielding time = 3.750 s, par_id = 2, theta = 309.916°, v = 118.376 m/s, t_deploy = 7.006 s, delay = 7.839 s
Iteration 241: Best shielding time = 0.000 s, par_id = 2, theta = 311.521°, v = 117.651 m/s, t_deploy = 7.683 s, delay = 7.508 s
Iteration 242: Best shielding time = 0.000 s, par_id = 2, theta = 311.521°, v = 117.651 m/s, t_deploy = 7.683 s, delay = 7.508 s
Iteration 243: Best shielding time = 0.000 s, par_id = 2, theta = 274.662°, v = 108.149 m/s, t_deploy = 6.908 s, delay = 5.708 s
Iteration 244: Best shielding time = 2.786 s, par_id = 2, theta = 271.687°, v = 100.800 m/s, t_deploy = 7.496 s, delay = 6.174 s
Iteration 245: Best shielding time = 2.786 s, par_id = 2, theta = 271.687°, v = 100.800 m/s, t_deploy = 7.496 s, delay = 6.174 s
Iteration 246: Best shielding time = 2.786 s, par_id = 2, theta = 271.687°, v = 100.800 m/s, t_deploy = 7.496 s, delay = 6.174 s
Iteration 247: Best shielding time = 3.532 s, par_id = 2, theta = 271.006°, v = 103.845 m/s, t_deploy = 7.212 s, delay = 6.061 s
Iteration 248: Best shielding time = 3.532 s, par_id = 2, theta = 271.006°, v = 103.845 m/s, t_deploy = 7.212 s, delay = 6.061 s
Iteration 249: Best shielding time = 3.532 s, par_id = 2, theta = 271.006°, v = 103.845 m/s, t_deploy = 7.212 s, delay = 6.061 s
Iteration 250: Best shielding time = 3.574 s, par_id = 2, theta = 275.467°, v = 98.422 m/s, t_deploy = 7.816 s, delay = 6.197 s
Iteration 251: Best shielding time = 0.000 s, par_id = 2, theta = 292.209°, v = 115.920 m/s, t_deploy = 6.594 s, delay = 6.662 s
Iteration 252: Best shielding time = 0.000 s, par_id = 2, theta = 292.209°, v = 115.920 m/s, t_deploy = 6.594 s, delay = 6.662 s
Iteration 253: Best shielding time = 0.000 s, par_id = 2, theta = 261.092°, v = 115.071 m/s, t_deploy = 5.701 s, delay = 6.234 s
Iteration 254: Best shielding time = 0.000 s, par_id = 2, theta = 261.092°, v = 115.071 m/s, t_deploy = 5.701 s, delay = 6.234 s
Iteration 255: Best shielding time = 0.000 s, par_id = 2, theta = 261.092°, v = 115.071 m/s, t_deploy = 5.701 s, delay = 6.234 s
Iteration 256: Best shielding time = 0.000 s, par_id = 2, theta = 256.794°, v = 105.564 m/s, t_deploy = 7.324 s, delay = 5.753 s
Iteration 257: Best shielding time = 1.441 s, par_id = 2, theta = 292.797°, v = 97.277 m/s, t_deploy = 8.622 s, delay = 6.903 s
Iteration 258: Best shielding time = 1.441 s, par_id = 2, theta = 292.797°, v = 97.277 m/s, t_deploy = 8.622 s, delay = 6.903 s
Iteration 259: Best shielding time = 1.441 s, par_id = 2, theta = 292.797°, v = 97.277 m/s, t_deploy = 8.622 s, delay = 6.903 s
Iteration 260: Best shielding time = 2.329 s, par_id = 2, theta = 282.306°, v = 94.053 m/s, t_deploy = 8.520 s, delay = 6.408 s
Iteration 261: Best shielding time = 0.000 s, par_id = 2, theta = 298.426°, v = 105.875 m/s, t_deploy = 7.197 s, delay = 6.749 s
Iteration 262: Best shielding time = 0.000 s, par_id = 2, theta = 283.909°, v = 108.268 m/s, t_deploy = 7.180 s, delay = 6.261 s
Iteration 263: Best shielding time = 1.454 s, par_id = 2, theta = 306.205°, v = 104.536 m/s, t_deploy = 8.943 s, delay = 7.518 s
Iteration 264: Best shielding time = 1.454 s, par_id = 2, theta = 306.205°, v = 104.536 m/s, t_deploy = 8.943 s, delay = 7.518 s
Iteration 265: Best shielding time = 1.454 s, par_id = 2, theta = 306.205°, v = 104.536 m/s, t_deploy = 8.943 s, delay = 7.518 s
Iteration 266: Best shielding time = 1.454 s, par_id = 2, theta = 306.205°, v = 104.536 m/s, t_deploy = 8.943 s, delay = 7.518 s
Iteration 267: Best shielding time = 1.454 s, par_id = 2, theta = 306.205°, v = 104.536 m/s, t_deploy = 8.943 s, delay = 7.518 s
Iteration 268: Best shielding time = 1.454 s, par_id = 2, theta = 306.205°, v = 104.536 m/s, t_deploy = 8.943 s, delay = 7.518 s
Iteration 269: Best shielding time = 1.454 s, par_id = 2, theta = 306.205°, v = 104.536 m/s, t_deploy = 8.943 s, delay = 7.518 s
Iteration 270: Best shielding time = 1.454 s, par_id = 2, theta = 306.205°, v = 104.536 m/s, t_deploy = 8.943 s, delay = 7.518 s
Iteration 271: Best shielding time = 0.000 s, par_id = 2, theta = 253.240°, v = 125.930 m/s, t_deploy = 5.454 s, delay = 6.306 s
Iteration 272: Best shielding time = 0.000 s, par_id = 2, theta = 296.050°, v = 97.428 m/s, t_deploy = 9.214 s, delay = 6.398 s
Iteration 273: Best shielding time = 0.000 s, par_id = 2, theta = 275.526°, v = 89.540 m/s, t_deploy = 9.071 s, delay = 6.563 s
Iteration 274: Best shielding time = 1.249 s, par_id = 2, theta = 287.897°, v = 94.295 m/s, t_deploy = 9.157 s, delay = 6.464 s
Iteration 275: Best shielding time = 1.249 s, par_id = 2, theta = 287.897°, v = 94.295 m/s, t_deploy = 9.157 s, delay = 6.464 s
Iteration 276: Best shielding time = 1.249 s, par_id = 2, theta = 287.897°, v = 94.295 m/s, t_deploy = 9.157 s, delay = 6.464 s
Iteration 277: Best shielding time = 1.249 s, par_id = 2, theta = 287.897°, v = 94.295 m/s, t_deploy = 9.157 s, delay = 6.464 s
Iteration 278: Best shielding time = 1.249 s, par_id = 2, theta = 287.897°, v = 94.295 m/s, t_deploy = 9.157 s, delay = 6.464 s
Iteration 279: Best shielding time = 1.249 s, par_id = 2, theta = 287.897°, v = 94.295 m/s, t_deploy = 9.157 s, delay = 6.464 s
Iteration 280: Best shielding time = 3.556 s, par_id = 2, theta = 287.732°, v = 95.675 m/s, t_deploy = 8.545 s, delay = 6.645 s
Iteration 281: Best shielding time = 0.000 s, par_id = 2, theta = 284.414°, v = 113.928 m/s, t_deploy = 7.190 s, delay = 5.809 s
Iteration 282: Best shielding time = 0.000 s, par_id = 2, theta = 284.414°, v = 113.928 m/s, t_deploy = 7.190 s, delay = 5.809 s
Iteration 283: Best shielding time = 0.000 s, par_id = 2, theta = 284.414°, v = 113.928 m/s, t_deploy = 7.190 s, delay = 5.809 s
Iteration 284: Best shielding time = 0.000 s, par_id = 2, theta = 299.286°, v = 125.330 m/s, t_deploy = 4.747 s, delay = 7.627 s
Iteration 285: Best shielding time = 3.759 s, par_id = 2, theta = 285.086°, v = 100.308 m/s, t_deploy = 7.494 s, delay = 6.646 s
Iteration 286: Best shielding time = 3.759 s, par_id = 2, theta = 285.086°, v = 100.308 m/s, t_deploy = 7.494 s, delay = 6.646 s
Iteration 287: Best shielding time = 3.759 s, par_id = 2, theta = 285.086°, v = 100.308 m/s, t_deploy = 7.494 s, delay = 6.646 s
Iteration 288: Best shielding time = 3.759 s, par_id = 2, theta = 285.086°, v = 100.308 m/s, t_deploy = 7.494 s, delay = 6.646 s
Iteration 289: Best shielding time = 3.759 s, par_id = 2, theta = 285.086°, v = 100.308 m/s, t_deploy = 7.494 s, delay = 6.646 s
Iteration 290: Best shielding time = 3.759 s, par_id = 2, theta = 285.086°, v = 100.308 m/s, t_deploy = 7.494 s, delay = 6.646 s
Iteration 291: Best shielding time = 3.242 s, par_id = 2, theta = 291.357°, v = 119.062 m/s, t_deploy = 6.022 s, delay = 6.516 s
Iteration 292: Best shielding time = 3.242 s, par_id = 2, theta = 291.357°, v = 119.062 m/s, t_deploy = 6.022 s, delay = 6.516 s
Iteration 293: Best shielding time = 3.242 s, par_id = 2, theta = 291.357°, v = 119.062 m/s, t_deploy = 6.022 s, delay = 6.516 s
Iteration 294: Best shielding time = 3.242 s, par_id = 2, theta = 291.357°, v = 119.062 m/s, t_deploy = 6.022 s, delay = 6.516 s
Iteration 295: Best shielding time = 3.242 s, par_id = 2, theta = 291.357°, v = 119.062 m/s, t_deploy = 6.022 s, delay = 6.516 s
Iteration 296: Best shielding time = 1.583 s, par_id = 2, theta = 285.494°, v = 124.499 m/s, t_deploy = 5.433 s, delay = 6.250 s
Iteration 297: Best shielding time = 3.848 s, par_id = 2, theta = 293.202°, v = 124.865 m/s, t_deploy = 4.632 s, delay = 7.091 s
Iteration 298: Best shielding time = 3.848 s, par_id = 2, theta = 293.202°, v = 124.865 m/s, t_deploy = 4.632 s, delay = 7.091 s
Iteration 299: Best shielding time = 3.558 s, par_id = 2, theta = 294.874°, v = 130.126 m/s, t_deploy = 4.970 s, delay = 6.743 s
Iteration 300: Best shielding time = 3.558 s, par_id = 2, theta = 294.874°, v = 130.126 m/s, t_deploy = 4.970 s, delay = 6.743 s
Iteration 301: Best shielding time = 0.000 s, par_id = 2, theta = 257.477°, v = 119.005 m/s, t_deploy = 5.838 s, delay = 6.114 s
Iteration 302: Best shielding time = 0.000 s, par_id = 2, theta = 257.477°, v = 119.005 m/s, t_deploy = 5.838 s, delay = 6.114 s
Iteration 303: Best shielding time = 0.000 s, par_id = 2, theta = 301.893°, v = 101.519 m/s, t_deploy = 9.435 s, delay = 6.653 s
Iteration 304: Best shielding time = 0.000 s, par_id = 2, theta = 301.893°, v = 101.519 m/s, t_deploy = 9.435 s, delay = 6.653 s
Iteration 305: Best shielding time = 0.000 s, par_id = 2, theta = 318.019°, v = 114.879 m/s, t_deploy = 9.582 s, delay = 8.010 s
Iteration 306: Best shielding time = 0.000 s, par_id = 2, theta = 263.312°, v = 103.865 m/s, t_deploy = 8.423 s, delay = 5.302 s
Iteration 307: Best shielding time = 0.000 s, par_id = 2, theta = 263.312°, v = 103.865 m/s, t_deploy = 8.423 s, delay = 5.302 s
Iteration 308: Best shielding time = 0.000 s, par_id = 2, theta = 263.312°, v = 103.865 m/s, t_deploy = 8.423 s, delay = 5.302 s
Iteration 309: Best shielding time = 0.506 s, par_id = 2, theta = 258.095°, v = 109.999 m/s, t_deploy = 7.806 s, delay = 5.268 s
Iteration 310: Best shielding time = 0.506 s, par_id = 2, theta = 258.095°, v = 109.999 m/s, t_deploy = 7.806 s, delay = 5.268 s
Iteration 311: Best shielding time = 0.000 s, par_id = 2, theta = 268.314°, v = 92.485 m/s, t_deploy = 9.377 s, delay = 6.014 s
Iteration 312: Best shielding time = 2.396 s, par_id = 2, theta = 272.607°, v = 93.878 m/s, t_deploy = 8.624 s, delay = 6.166 s
Iteration 313: Best shielding time = 2.396 s, par_id = 2, theta = 272.607°, v = 93.878 m/s, t_deploy = 8.624 s, delay = 6.166 s
Iteration 314: Best shielding time = 2.396 s, par_id = 2, theta = 272.607°, v = 93.878 m/s, t_deploy = 8.624 s, delay = 6.166 s
Iteration 315: Best shielding time = 2.396 s, par_id = 2, theta = 272.607°, v = 93.878 m/s, t_deploy = 8.624 s, delay = 6.166 s
Iteration 316: Best shielding time = 2.578 s, par_id = 2, theta = 279.367°, v = 86.161 m/s, t_deploy = 9.535 s, delay = 6.488 s
Iteration 317: Best shielding time = 3.714 s, par_id = 2, theta = 271.033°, v = 109.478 m/s, t_deploy = 6.438 s, delay = 6.090 s
Iteration 318: Best shielding time = 3.714 s, par_id = 2, theta = 271.033°, v = 109.478 m/s, t_deploy = 6.438 s, delay = 6.090 s
Iteration 319: Best shielding time = 3.714 s, par_id = 2, theta = 271.033°, v = 109.478 m/s, t_deploy = 6.438 s, delay = 6.090 s
Iteration 320: Best shielding time = 3.714 s, par_id = 2, theta = 271.033°, v = 109.478 m/s, t_deploy = 6.438 s, delay = 6.090 s
Iteration 321: Best shielding time = 0.000 s, par_id = 2, theta = 299.045°, v = 116.646 m/s, t_deploy = 7.121 s, delay = 6.902 s
Iteration 322: Best shielding time = 0.000 s, par_id = 2, theta = 299.045°, v = 116.646 m/s, t_deploy = 7.121 s, delay = 6.902 s
Iteration 323: Best shielding time = 0.000 s, par_id = 2, theta = 299.045°, v = 116.646 m/s, t_deploy = 7.121 s, delay = 6.902 s
Iteration 324: Best shielding time = 0.000 s, par_id = 2, theta = 305.928°, v = 123.564 m/s, t_deploy = 7.104 s, delay = 6.915 s
Iteration 325: Best shielding time = 0.000 s, par_id = 2, theta = 295.092°, v = 114.744 m/s, t_deploy = 6.539 s, delay = 6.898 s
Iteration 326: Best shielding time = 0.000 s, par_id = 2, theta = 295.092°, v = 114.744 m/s, t_deploy = 6.539 s, delay = 6.898 s
Iteration 327: Best shielding time = 0.252 s, par_id = 2, theta = 298.704°, v = 119.657 m/s, t_deploy = 6.658 s, delay = 6.700 s
Iteration 328: Best shielding time = 0.252 s, par_id = 2, theta = 298.704°, v = 119.657 m/s, t_deploy = 6.658 s, delay = 6.700 s
Iteration 329: Best shielding time = 2.997 s, par_id = 2, theta = 271.399°, v = 124.674 m/s, t_deploy = 4.763 s, delay = 6.187 s
Iteration 330: Best shielding time = 3.734 s, par_id = 2, theta = 284.017°, v = 113.786 m/s, t_deploy = 5.889 s, delay = 6.505 s
Iteration 331: Best shielding time = 0.000 s, par_id = 2, theta = 295.863°, v = 100.180 m/s, t_deploy = 8.126 s, delay = 7.452 s
Iteration 332: Best shielding time = 0.000 s, par_id = 2, theta = 289.787°, v = 109.844 m/s, t_deploy = 7.530 s, delay = 5.940 s
Iteration 333: Best shielding time = 0.000 s, par_id = 2, theta = 280.529°, v = 99.531 m/s, t_deploy = 7.086 s, delay = 6.939 s
Iteration 334: Best shielding time = 0.000 s, par_id = 2, theta = 284.670°, v = 95.037 m/s, t_deploy = 7.880 s, delay = 6.758 s
Iteration 335: Best shielding time = 3.501 s, par_id = 2, theta = 286.169°, v = 100.449 m/s, t_deploy = 7.942 s, delay = 6.477 s
Iteration 336: Best shielding time = 3.501 s, par_id = 2, theta = 286.169°, v = 100.449 m/s, t_deploy = 7.942 s, delay = 6.477 s
Iteration 337: Best shielding time = 3.784 s, par_id = 2, theta = 276.778°, v = 103.966 m/s, t_deploy = 6.954 s, delay = 6.300 s
Iteration 338: Best shielding time = 3.784 s, par_id = 2, theta = 276.778°, v = 103.966 m/s, t_deploy = 6.954 s, delay = 6.300 s
Iteration 339: Best shielding time = 3.784 s, par_id = 2, theta = 276.778°, v = 103.966 m/s, t_deploy = 6.954 s, delay = 6.300 s
Iteration 340: Best shielding time = 3.784 s, par_id = 2, theta = 276.778°, v = 103.966 m/s, t_deploy = 6.954 s, delay = 6.300 s
Iteration 341: Best shielding time = 0.000 s, par_id = 2, theta = 302.838°, v = 125.668 m/s, t_deploy = 4.714 s, delay = 7.391 s
Iteration 342: Best shielding time = 0.000 s, par_id = 2, theta = 314.654°, v = 111.622 m/s, t_deploy = 8.399 s, delay = 8.068 s
Iteration 343: Best shielding time = 0.000 s, par_id = 2, theta = 314.654°, v = 111.622 m/s, t_deploy = 8.399 s, delay = 8.068 s
Iteration 344: Best shielding time = 0.000 s, par_id = 2, theta = 321.992°, v = 135.062 m/s, t_deploy = 7.966 s, delay = 8.324 s
Iteration 345: Best shielding time = 0.000 s, par_id = 2, theta = 321.992°, v = 135.062 m/s, t_deploy = 7.966 s, delay = 8.324 s
Iteration 346: Best shielding time = 0.000 s, par_id = 2, theta = 321.992°, v = 135.062 m/s, t_deploy = 7.966 s, delay = 8.324 s
Iteration 347: Best shielding time = 2.752 s, par_id = 2, theta = 323.806°, v = 136.636 m/s, t_deploy = 8.354 s, delay = 8.510 s
Iteration 348: Best shielding time = 2.752 s, par_id = 2, theta = 323.806°, v = 136.636 m/s, t_deploy = 8.354 s, delay = 8.510 s
Iteration 349: Best shielding time = 2.377 s, par_id = 2, theta = 322.151°, v = 125.541 m/s, t_deploy = 8.731 s, delay = 8.714 s
Iteration 350: Best shielding time = 2.377 s, par_id = 2, theta = 322.151°, v = 125.541 m/s, t_deploy = 8.731 s, delay = 8.714 s
Iteration 351: Best shielding time = 0.000 s, par_id = 2, theta = 305.035°, v = 119.225 m/s, t_deploy = 7.261 s, delay = 6.767 s
